num_sutures,loss,closure loss,shear loss,var loss,ideal loss,var loss - center,var loss - ins/ext
59.0,1236.5167462275476,5.131129733304461,249.42561291376347,,154.6632635072621,16.578949467567877,76.95853013160652
57.0,3453.0515148669438,111.73899449734357,196.66332036843463,,268.6390766970433,45.94175154177541,138.72315636143603
58.0,4332.360605163357,72.55502639693701,430.27214888547076,,396.0302362316986,90.11923278294964,217.0100196738275
56.0,4424.341039027807,121.19856395403205,438.91408063683303,,327.0068598313031,63.4021491423379,161.28477145593422
55.0,4601.1763064142515,132.54748839362708,433.03544709664214,,337.457440521991,64.41706054726728,162.31472662489222
54.0,5281.854705204026,178.95895859047127,411.9931232810876,,349.41934567899796,65.56130626492562,164.45806743427914
53.0,6329.985072773767,248.91873920149084,396.52319392508446,,362.1438822849099,66.69915169438653,167.1279627614329
52.0,7267.181198347159,311.4662874717742,380.6353835537804,,375.59402280897814,67.92078119385553,169.81112413945317
51.0,7378.914977139554,318.52577666026133,364.97914248637,,390.1965324309899,69.17686297149733,173.49128110082108
50.0,8142.817451297533,397.922123045513,336.96776080944176,,330.3706063120712,51.37914285151265,147.25006162963396
48.0,8542.690940135113,404.13448345701454,348.00706736813663,,402.78847856447,64.95413971631108,167.53497949131494
49.0,10722.619135463798,541.320093207057,335.5115951196708,,420.0968012165016,71.91814155180371,178.12947474949283
45.0,11396.92360798777,527.4288976430726,309.1494096193108,,534.1298850425972,110.0425469855998,257.7801267126436
46.0,13692.517574343845,736.422806372686,300.68477417194737,,472.24686678241,76.3775485202001,188.04589136120973
47.0,34359.06344170804,679.1852976904167,229.89753751425934,,3864.978775167988,847.2246095180839,2257.4655978510436
